,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000002,,,100075,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000003,100076,100,100075,100,100125,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,100076,100,100075,100,100125,100,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,100076,100,100075,100,100103,100,99999,100,100125,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100076,100,100075,100,100103,100,99999,100,100125,100,,,100229,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000015,100076,100,100075,100,100103,100,100071,100,100125,100,99999,100,100229,100,99903,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,100076,100,100071,100,100103,100,99999,100,100125,100,99903,100,100149,100,,,100229,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,100076,100,99999,100,100103,100,99903,100,100125,100,,,100149,100,,,100229,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,100059,100,99999,100,100076,100,99903,100,100103,100,,,100125,100,,,100149,100,,,100229,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000020,100015,100,99999,100,100059,100,99903,100,100076,100,,,100095,100,,,100103,100,,,100125,100,,,100149,100,,,100229,100,,,,,,,,,,
2019-06-28 09:30:00.000000024,100015,100,99999,100,100059,100,99978,100,100076,100,99904,100,100095,100,99903,100,100103,100,,,100125,100,,,100149,100,,,100229,100,,,,,,,,,,
2019-06-28 09:30:00.000000025,100015,100,99978,100,100059,100,99904,100,100076,100,99903,100,100095,100,,,100103,100,,,100125,100,,,100149,100,,,100229,100,,,,,,,,,,
2019-06-28 09:30:00.000000027,100015,100,99978,100,100059,100,99904,100,100076,100,99903,100,100095,100,99874,100,100103,100,,,100125,100,,,100149,100,,,100229,100,,,,,,,,,,
