,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,,,99901,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000002,,,100094,100,,,99963,100,,,99901,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000003,,,99963,100,,,99901,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,,,99901,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,,,99983,100,,,99901,100,,,99823,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,,,99983,100,,,99963,100,,,99901,100,,,99823,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,,,99983,100,,,99963,200,,,99901,100,,,99823,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,100127,100,99983,100,,,99963,200,,,99901,100,,,99823,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000013,100127,100,99983,100,,,99963,300,,,99958,100,,,99901,100,,,99823,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,100066,100,99993,100,100127,100,99983,100,,,99963,300,,,99958,100,,,99901,100,,,99823,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,100066,100,99993,100,100127,100,99983,100,,,99963,300,,,99958,100,,,99923,100,,,99901,100,,,99823,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000018,100066,100,99993,100,100084,100,99983,100,100127,100,99963,300,,,99958,100,,,99923,100,,,99901,100,,,99823,100,,,,,,,,,,,,
