,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,99926,100,,,100068,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000001,99926,100,,,99999,100,,,100068,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000002,99999,100,,,100068,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,99999,100,99984,100,100068,100,99901,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,99999,100,99984,100,100050,100,99927,100,100068,100,99901,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,99999,100,99984,100,100050,100,99927,100,100068,100,99901,100,100101,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,99999,100,99927,100,100050,100,99901,100,100053,100,,,100068,100,,,100101,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000011,99999,100,99927,100,100037,100,99901,100,100050,100,,,100053,100,,,100068,100,,,100101,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000013,99999,100,99928,100,100037,100,99927,100,100050,100,99901,100,100053,100,,,100068,100,,,100101,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,99999,100,99928,100,100037,100,99927,100,100050,100,99901,100,100053,100,,,100068,100,,,100101,100,,,100178,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,99999,100,99996,100,100037,100,99928,100,100050,100,99927,100,100053,100,99901,100,100068,100,,,100101,100,,,100178,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000022,99999,100,99996,100,100037,100,99943,100,100050,100,99928,100,100053,100,99927,100,100068,100,99901,100,100101,100,,,100178,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000023,99999,100,99943,100,100037,100,99928,100,100050,100,99927,100,100053,100,99901,100,100068,100,,,100101,100,,,100178,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000029,99999,100,99943,100,100037,100,99928,100,100050,100,99927,100,100053,100,99901,100,100068,100,99809,100,100101,100,,,100178,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000030,99999,100,99943,100,100037,100,99928,100,100050,100,99927,100,100053,100,99901,100,100068,100,99809,100,100071,100,,,100101,100,,,100114,100,,,100178,100,,,,,,
2019-06-28 09:30:00.000000031,99999,100,99943,100,100037,100,99928,100,100050,100,99927,100,100053,100,99901,100,100062,100,99809,100,100068,100,,,100071,100,,,100081,100,,,100101,100,,,100114,100,,
