,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,,,99974,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000001,100051,100,99974,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000002,100051,100,99974,100,,,99965,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000003,100051,100,99974,100,100162,100,99965,100,,,99929,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,100051,100,99974,100,100162,100,99965,100,100168,100,99929,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,99988,100,99974,100,100051,100,99965,100,100162,100,99929,100,100168,100,,,100294,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,100051,100,99974,100,100162,100,99965,100,100168,100,99929,100,100294,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000011,100051,100,100000,100,100162,100,99974,100,100168,100,99965,100,100294,100,99929,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,100050,100,100000,100,100051,100,99974,100,100162,100,99965,100,100168,100,99929,100,100294,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,100050,100,99974,100,100051,100,99965,100,100162,100,99929,100,100168,100,,,100208,100,,,100294,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000018,100048,100,99974,100,100050,100,99965,100,100051,100,99929,100,100162,100,,,100168,100,,,100208,100,,,100294,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,100048,100,99974,100,100050,100,99965,100,100051,100,99929,100,100059,100,,,100162,100,,,100168,100,,,100208,100,,,100294,100,,,,,,,,,,
2019-06-28 09:30:00.000000020,100000,100,99974,100,100048,100,99965,100,100050,100,99929,100,100051,100,,,100059,100,,,100162,100,,,100168,100,,,100208,100,,,100294,100,,,,,,
2019-06-28 09:30:00.000000022,100000,100,99974,100,100048,100,99965,100,100050,100,99929,100,100051,100,,,100059,100,,,100077,100,,,100162,100,,,100168,100,,,100208,100,,,100294,100,,
2019-06-28 09:30:00.000000023,100000,100,99974,100,100048,100,99965,100,100050,100,99929,100,100051,100,,,100059,100,,,100077,100,,,100162,100,,,100168,100,,,100208,100,,,100294,100,,
2019-06-28 09:30:00.000000024,100000,100,99974,100,100048,100,99965,100,100050,100,99929,100,100051,100,,,100059,100,,,100077,100,,,100103,100,,,100162,100,,,100168,100,,,100208,100,,
2019-06-28 09:30:00.000000026,100000,100,99995,100,100048,100,99974,100,100050,100,99965,100,100051,100,99929,100,100059,100,99754,100,100077,100,,,100103,100,,,100162,100,,,100168,100,,,100208,100,,
2019-06-28 09:30:00.000000027,100000,100,99995,100,100048,100,99974,100,100050,100,99965,100,100051,100,99929,100,100059,100,99754,100,100066,100,,,100077,100,,,100103,100,,,100162,100,,,100168,100,,
2019-06-28 09:30:00.000000032,100000,100,99995,100,100048,100,99989,100,100050,100,99974,100,100051,100,99965,100,100059,100,99952,100,100066,100,99929,100,100077,100,99901,100,100103,100,99754,100,100162,100,,,100168,100,,
2019-06-28 09:30:00.000000034,100000,100,99995,100,100025,100,99989,100,100048,100,99974,100,100050,100,99965,100,100051,100,99952,100,100059,100,99929,100,100066,100,99901,100,100077,100,99754,100,100103,100,,,100162,100,,
2019-06-28 09:30:00.000000035,100000,100,99995,100,100025,100,99989,100,100048,100,99974,100,100050,100,99965,100,100051,100,99952,100,100059,100,99929,100,100061,100,99901,100,100066,100,99754,100,100077,100,,,100103,100,,
