,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,,,100017,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000001,100046,100,100017,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000003,100046,100,100017,100,,,99965,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,100046,100,99965,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,100046,100,99965,100,,,99904,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,100046,100,99965,100,,,99925,100,,,99904,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000008,100046,100,99975,100,,,99965,100,,,99925,100,,,99904,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,100046,100,99965,100,,,99925,100,,,99904,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100046,100,99965,100,,,99950,100,,,99925,100,,,99904,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,100004,100,99965,100,100046,100,99950,100,,,99925,100,,,99904,100,,,99814,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,100004,100,99975,100,100046,100,99965,100,,,99950,100,,,99925,100,,,99904,100,,,99826,100,,,99814,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000022,100004,100,99975,300,100046,100,99965,100,100251,100,99950,100,,,99925,100,,,99904,100,,,99826,100,,,99814,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000025,100004,100,99994,100,100046,100,99975,300,100251,100,99965,100,,,99950,100,,,99925,100,,,99904,100,,,99826,100,,,99814,100,,,,,,,,
2019-06-28 09:30:00.000000026,100004,100,99994,100,100046,100,99975,300,100056,100,99965,100,100077,100,99950,100,100251,100,99925,100,,,99904,100,,,99826,100,,,99814,100,,,,,,,,
2019-06-28 09:30:00.000000027,100004,100,99994,100,100046,100,99979,100,100056,100,99975,300,100077,100,99965,100,100251,100,99950,100,,,99925,100,,,99904,100,,,99826,100,,,99814,100,,,,
2019-06-28 09:30:00.000000028,100004,100,99994,100,100046,100,99979,100,100056,100,99975,500,100077,100,99965,100,100251,100,99950,100,,,99925,100,,,99904,100,,,99826,100,,,99814,100,,,,
2019-06-28 09:30:00.000000029,100004,100,99994,100,100046,100,99979,100,100056,100,99975,500,100077,100,99965,100,100251,100,99950,100,,,99925,100,,,99912,100,,,99904,100,,,99826,100,,,99814,100
