,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,100105,100,,,100329,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000002,100105,100,99893,100,100329,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,100105,100,100077,100,100131,100,99893,100,100329,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,100105,100,100077,100,100131,100,99893,100,100329,100,99890,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000008,100105,100,100077,100,100131,100,99893,100,100329,100,99890,100,,,99876,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,100105,100,100077,100,100131,100,100014,100,100329,100,99893,100,,,99890,100,,,99876,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100105,100,100077,100,100131,100,100014,100,100157,100,99893,100,100329,100,99890,100,,,99876,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000011,100105,100,100077,100,100131,100,100014,100,100157,100,99893,100,100329,100,99890,100,,,99876,100,,,99864,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,100105,100,100017,100,100131,100,100014,100,100157,100,99893,100,100329,100,99890,100,,,99876,100,,,99864,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000015,100105,100,100017,100,100131,100,100014,100,100157,100,99969,100,100329,100,99956,100,,,99893,100,,,99890,100,,,99876,100,,,99864,100,,,,,,,,
