,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000001,100081,100,,,100092,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000002,100081,100,99938,100,100092,100,99919,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,100081,100,99919,100,100092,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,100081,100,99997,100,100092,100,99919,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,100081,100,99997,100,100092,100,99919,100,100118,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,100081,100,99997,100,100092,100,99959,100,100118,100,99925,100,,,99919,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000015,100081,100,100050,100,100092,100,99997,100,100118,100,99959,100,,,99925,100,,,99919,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,100081,100,100050,100,100092,100,99997,100,100118,100,99990,100,,,99959,100,,,99925,100,,,99919,100,,,99813,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000018,100081,100,100050,100,100092,100,100005,100,100118,100,99997,100,,,99990,100,,,99970,100,,,99959,100,,,99925,100,,,99919,100,,,99813,100,,,,
2019-06-28 09:30:00.000000019,100057,100,100050,100,100081,100,100005,100,100092,100,99997,100,100118,100,99990,100,,,99970,100,,,99959,100,,,99947,100,,,99925,100,,,99919,100,,,99813,100
2019-06-28 09:30:00.000000021,100057,100,100050,100,100081,100,100005,100,100092,100,99997,100,100118,100,99990,100,,,99970,100,,,99965,100,,,99959,100,,,99947,100,,,99925,100,,,99919,100
2019-06-28 09:30:00.000000022,100057,100,100050,100,100081,100,100005,100,100092,100,99997,100,100102,100,99990,100,100118,100,99970,100,,,99965,100,,,99959,100,,,99947,100,,,99925,100,,,99919,100
2019-06-28 09:30:00.000000023,100057,100,100050,100,100081,100,100005,100,100092,100,99997,100,100102,100,99990,100,100118,100,99970,100,100135,100,99965,100,,,99959,100,,,99947,100,,,99946,100,,,99925,100
2019-06-28 09:30:00.000000024,100057,100,100005,100,100081,100,99997,100,100092,100,99990,100,100102,100,99970,100,100118,100,99965,100,100135,100,99959,100,,,99947,100,,,99946,100,,,99938,100,,,99925,100
2019-06-28 09:30:00.000000025,100057,100,100005,100,100081,100,99997,100,100092,100,99990,100,100102,100,99970,100,100118,100,99965,100,100135,100,99959,100,,,99947,100,,,99946,100,,,99938,100,,,99925,100
2019-06-28 09:30:00.000000026,100037,100,100005,100,100057,100,99997,100,100081,100,99990,100,100092,100,99970,100,100102,100,99965,100,100118,100,99959,100,100135,100,99947,100,,,99946,100,,,99938,100,,,99925,100
2019-06-28 09:30:00.000000028,100037,100,100005,100,100057,100,99997,100,100081,100,99990,100,100092,100,99970,100,100102,100,99965,100,100118,100,99959,100,100135,100,99947,100,,,99946,100,,,99938,100,,,99925,100
2019-06-28 09:30:00.000000029,100037,100,100005,100,100057,100,99997,100,100081,100,99990,100,100092,100,99970,100,100102,100,99965,100,100118,100,99959,100,100135,100,99947,100,,,99946,100,,,99938,100,,,99932,100
2019-06-28 09:30:00.000000034,100037,100,100005,100,100057,100,99997,100,100081,100,99990,100,100089,100,99970,100,100092,100,99965,100,100102,100,99959,100,100118,100,99947,100,100135,100,99946,100,,,99938,200,,,99932,100
2019-06-28 09:30:00.000000036,100037,100,100005,100,100050,100,99997,100,100057,100,99990,100,100081,100,99970,100,100089,100,99965,100,100092,100,99959,100,100102,100,99947,100,100118,100,99946,100,100135,100,99938,200,100168,100,99932,100
2019-06-28 09:30:00.000000037,100037,100,99997,100,100050,100,99990,100,100057,100,99970,100,100081,100,99965,100,100089,100,99959,100,100092,100,99947,100,100102,100,99946,100,100118,100,99938,200,100135,100,99932,100,100168,100,99925,100
2019-06-28 09:30:00.000000038,100018,100,99997,100,100037,100,99990,100,100050,100,99970,100,100057,100,99965,100,100081,100,99959,100,100089,100,99947,100,100092,100,99946,100,100102,100,99938,200,100118,100,99932,100,100135,100,99925,100
2019-06-28 09:30:00.000000040,100018,100,99997,100,100037,100,99990,100,100050,100,99970,100,100057,100,99965,100,100081,100,99959,100,100089,100,99947,100,100091,100,99946,100,100092,100,99938,200,100102,100,99932,100,100118,100,99925,100
2019-06-28 09:30:00.000000041,100018,100,99997,100,100037,100,99990,100,100050,100,99970,100,100057,100,99965,100,100071,100,99959,100,100081,100,99947,100,100089,100,99946,100,100091,100,99938,200,100092,100,99932,100,100102,100,99925,100
2019-06-28 09:30:00.000000045,100018,100,99997,100,100037,100,99990,100,100050,100,99970,100,100057,100,99965,100,100071,100,99959,100,100081,100,99947,100,100089,100,99946,100,100091,100,99938,200,100092,100,99932,100,100102,100,99925,100
2019-06-28 09:30:00.000000046,100037,100,99997,100,100050,100,99990,100,100057,100,99970,100,100071,100,99965,100,100081,100,99959,100,100089,100,99947,100,100091,100,99946,100,100092,100,99938,200,100102,100,99932,100,100118,100,99925,100
2019-06-28 09:30:00.000000047,100037,100,100005,100,100050,100,99997,100,100057,100,99990,100,100071,100,99970,100,100081,100,99965,100,100089,100,99959,100,100091,100,99947,100,100092,100,99946,100,100102,100,99938,200,100118,100,99932,100
2019-06-28 09:30:00.000000048,100037,100,99997,100,100050,100,99990,100,100057,100,99970,100,100071,100,99965,100,100081,100,99959,100,100089,100,99947,100,100091,100,99946,100,100092,100,99938,200,100102,100,99932,100,100118,100,99925,100
2019-06-28 09:30:00.000000049,100037,100,99997,100,100050,100,99990,100,100057,100,99970,100,100071,100,99965,100,100081,100,99959,100,100089,100,99947,100,100091,100,99946,100,100092,100,99938,200,100102,100,99932,100,100118,100,99925,100
2019-06-28 09:30:00.000000051,100037,100,99997,100,100050,100,99990,100,100057,100,99970,100,100071,100,99965,100,100081,100,99959,100,100089,100,99947,100,100091,100,99946,100,100092,100,99938,200,100102,100,99932,100,100118,100,99925,100
2019-06-28 09:30:00.000000053,100037,100,100000,100,100050,100,99997,100,100057,100,99990,100,100071,100,99980,100,100081,100,99970,100,100089,100,99965,100,100091,100,99959,100,100092,100,99947,100,100102,100,99946,100,100118,100,99938,200
2019-06-28 09:30:00.000000056,100037,100,99997,100,100050,100,99990,100,100057,100,99980,100,100071,100,99970,100,100081,100,99965,100,100089,100,99959,100,100091,100,99947,100,100092,100,99946,100,100102,100,99938,200,100118,100,99932,100
2019-06-28 09:30:00.000000062,100037,100,99997,100,100050,100,99990,100,100057,100,99980,100,100071,100,99970,100,100081,100,99965,100,100089,100,99959,100,100091,100,99954,100,100092,100,99947,100,100102,100,99946,100,100118,100,99938,200
2019-06-28 09:30:00.000000064,100037,100,99997,100,100050,100,99990,100,100057,100,99980,100,100071,100,99970,100,100081,100,99965,100,100089,100,99959,100,100091,100,99954,100,100092,100,99947,100,100102,100,99946,100,100110,100,99938,200
2019-06-28 09:30:00.000000065,100050,100,99997,100,100057,100,99990,100,100071,100,99980,100,100081,100,99970,100,100089,100,99965,100,100091,100,99959,100,100092,100,99954,100,100102,100,99947,100,100110,100,99946,100,100118,100,99938,200
2019-06-28 09:30:00.000000074,100037,100,99997,100,100050,100,99990,100,100057,100,99980,100,100071,100,99970,100,100081,100,99965,100,100089,100,99959,100,100091,100,99954,100,100092,100,99947,100,100102,100,99946,100,100110,100,99938,200
2019-06-28 09:30:00.000000075,100037,100,100000,100,100050,100,99997,100,100057,100,99990,100,100071,100,99980,100,100081,100,99970,100,100089,100,99965,100,100091,100,99959,100,100092,100,99954,100,100102,100,99947,100,100110,100,99946,100
2019-06-28 09:30:00.000000077,100037,200,100000,100,100050,100,99997,100,100057,100,99990,100,100071,100,99980,100,100081,100,99970,100,100089,100,99965,100,100091,100,99959,100,100092,100,99954,100,100102,100,99947,100,100110,100,99946,100
2019-06-28 09:30:00.000000079,100037,200,100023,100,100050,100,100000,100,100057,100,99997,100,100071,100,99990,100,100081,100,99980,100,100089,100,99970,100,100091,100,99965,100,100092,100,99959,100,100102,100,99954,100,100110,100,99947,100
